envo_id,envo_uri,label,definition,synonyms,match_score,match_reason,matched_reference_terms
ENVO:21001216,http://purl.obolibrary.org/obo/ENVO_21001216,ultraviolet radiation,A radiation process during which electromagnetic waves or their quanta are emitted at wavelengths between 10 nm and 400 nm.,UV radiation,100,contains_heliophysics_anchor | exact_label_match | fuzzy_label_match>=0.92 | phrase_match,radiation | ultraviolet | ultraviolet radiation | uv radiation
ENVO:01003019,http://purl.obolibrary.org/obo/ENVO_01003019,wave energy,Energy which inheres in a wave and is realised during its propagation.,,100,contains_heliophysics_anchor | exact_label_match | fuzzy_label_match>=0.92 | phrase_match,wave energy
ENVO:03501241,http://purl.obolibrary.org/obo/ENVO_03501241,wind farm,A power plant which is a group of wind turbines in the same location used to produce electricity.,wind park | wind power plant | wind power station,100,contains_heliophysics_anchor | domain_token_hits>=3 | exact_label_match | fuzzy_label_match>=0.92 | phrase_match,wind farm | wind power | wind power station
ENVO:01001394,http://purl.obolibrary.org/obo/ENVO_01001394,accumulation of matter on aerosolised particles,,,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:01001027,http://purl.obolibrary.org/obo/ENVO_01001027,acoustic radiation,A radiation process during which mechanical waves generated by oscillations radiate through an environmental material.,,90,contains_heliophysics_anchor | fuzzy_label_match>=0.86 | phrase_match,cosmic radiation | radiation
ENVO:01001372,http://purl.obolibrary.org/obo/ENVO_01001372,aerosolised particle formation event,An aerosol formation process during which the rate of particle formation exceeds that which is normally present in the site of its occurrence.,,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:01001366,http://purl.obolibrary.org/obo/ENVO_01001366,aerosolised particle formation process,A process during which particles suspended in a gaseous medium are formed.,new particle formation process,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:01001359,http://purl.obolibrary.org/obo/ENVO_01001359,atmospheric aerosolised particle formation event,An aerosol formation event  which occurs in an atmosphere.,rapid formation of liquid or solid particles from gaseous material in an atmosphere,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,particle
ENVO:01001365,http://purl.obolibrary.org/obo/ENVO_01001365,atmospheric secondary aerosol formation process,A process during which gas-phase molecules form solid or liquid particles that are stable enough to continue growing in size - via the condensation or aggregation of other gas-phase molecules - at a greater rate than their constituents re-enter gas phase.,atmospheric formation of an aerosol | formation of an aerosol in an atmosphere | formation of an aerosol in the atmosphere | formation of liquid or solid particles from gaseous material in an atmosphere | formation of particles from gaseous material in an atmosphere,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,particle
ENVO:01001361,http://purl.obolibrary.org/obo/ENVO_01001361,atmospheric wind direction,"A direction which inheres in an atmospheric wind, typically expressed as the inverse of the direction the wind is moving in.",,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match | token_overlap>=0.60,atmospheric wind | atmospheric winds | wind direction
ENVO:09200003,http://purl.obolibrary.org/obo/ENVO_09200003,atmospheric wind intensity,The intensity of a atmospheric wind.,intensity of atmospheric wind,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match | token_overlap>=0.60,atmospheric wind | atmospheric winds
ENVO:01001362,http://purl.obolibrary.org/obo/ENVO_01001362,atmospheric wind speed,The speed of an atmospheric wind.,flow velocity of wind | speed of atmospheric wind | speed of wind | wind flow velocity | wind speed,90,contains_heliophysics_anchor | domain_token_hits>=3 | fuzzy_label_match>=0.86 | phrase_match | token_overlap>=0.60,atmospheric wind | atmospheric winds | wind speed
ENVO:02000027,http://purl.obolibrary.org/obo/ENVO_02000027,blood plasma material,"A bodily fluid material which is composed primarily of blood plasma, a bodily fluid that comprises the liquid component of blood, in which the blood cells are suspended. It makes up about 55% of total blood volume.",,90,contains_heliophysics_anchor | phrase_match,plasma
ENVO:01001721,http://purl.obolibrary.org/obo/ENVO_01001721,cooling-driven katabatic wind,A katabatic wind which is driven by the cooling and subsequent sinking of atmospheric gas masses.,,90,contains_heliophysics_anchor | phrase_match | token_overlap>=0.60,katabatic wind
ENVO:01001196,http://purl.obolibrary.org/obo/ENVO_01001196,cosmic ray shielding disposition,A radiation shielding disposition which inheres in a material or immaterial entity which attenuates or blocks cosmic rays.,,90,contains_heliophysics_anchor | phrase_match | token_overlap>=0.60,cosmic ray
ENVO:01000963,http://purl.obolibrary.org/obo/ENVO_01000963,diatomite particle,"A piece of rock which is primarily composed of diatomite: the fossilized, siliceous remains of diatoms mixed with varying amounts of other clays and minerals.",D.E. | diatomaceous earth | kieselguhr particle | kieselgur particle | particle of diatomaceous earth | particle of diatomite | piece of diatomaceous earth | piece of diatomite,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:01001720,http://purl.obolibrary.org/obo/ENVO_01001720,downslope katabatic wind,"A katabatic wind during which atmospheric gas flows down the slope of an elevation, typically during periods of light larger-scale winds.",,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match | token_overlap>=0.60,katabatic wind
ENVO:01001744,http://purl.obolibrary.org/obo/ENVO_01001744,drainage wind,A downslope katabatic wind which is generated by the cooling of atmospheric gas in contact with terrain surfaces.,gravity wind,90,contains_heliophysics_anchor | phrase_match,gravity wind
ENVO:09200032,http://purl.obolibrary.org/obo/ENVO_09200032,duration of stellar radiation,The duration of some stellar radiation.,stellar radiation duration,90,contains_heliophysics_anchor | phrase_match,radiation
ENVO:01001026,http://purl.obolibrary.org/obo/ENVO_01001026,electromagnetic radiation,"A radiation process during which waves (or their quanta, photons) of the electromagnetic field propagate (radiate) through space carrying electromagnetic energy.",EM radiation,90,contains_heliophysics_anchor | phrase_match,radiation
ENVO:01003018,http://purl.obolibrary.org/obo/ENVO_01003018,electromagnetic wave energy,Wave energy which inheres in perpendicular electric and magnetic fields and which is realised when they oscillate and propagate.,electromagnetic radiant energy,90,contains_heliophysics_anchor | phrase_match,electromagnetic wave | wave energy
ENVO:03500015,http://purl.obolibrary.org/obo/ENVO_03500015,far-infrared radiation,An infrared radiation which consists of waves with frequencies between 300 GHz and 30 THz and with wavelengths between 1 mm and 10 micrometers are emitted by a source.,,90,contains_heliophysics_anchor | fuzzy_label_match>=0.86 | phrase_match,infrared radiation | radiation
ENVO:01001091,http://purl.obolibrary.org/obo/ENVO_01001091,formation of a liquid aerosol from gaseous material in an atmosphere,A process during which microscopic liquid droplets are formed from gaseous materials in an atmosphere.,atmospheric formation of a liquid aerosol | formation of a liquid aerosol in an atmosphere | formation of a liquid aerosol in the atmosphere | formation of liquid droplets from gaseous material in an atmosphere | formation of liquid particles from gaseous material in an atmosphere,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,particle
ENVO:01001087,http://purl.obolibrary.org/obo/ENVO_01001087,formation of a liquid aerosol in an atmosphere,"A process during which an aerosol, consisting of droplets of liquid suspended in gas, is formed in an atmosphere.",formation of liquid droplets in an atmosphere | formation of liquid particles in an atmosphere,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,particle
ENVO:01001090,http://purl.obolibrary.org/obo/ENVO_01001090,formation of a solid aerosol from gaseous material in an atmosphere,A process during which microscopic solid particulates are formed from gaseous materials in an atmosphere.,atmospheric formation of a solid aerosol | formation of a solid aerosol in an atmosphere | formation of a solid aerosol in the atmosphere | formation of solid particles from gaseous material in an atmosphere,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,particle
ENVO:01001639,http://purl.obolibrary.org/obo/ENVO_01001639,formation of a solid aerosol from liquid material in an atmosphere,A process during which microscopic solid particulates are formed from liquid materials in an atmosphere.,atmospheric formation of a solid aerosol | formation of a solid aerosol in an atmosphere | formation of a solid aerosol in the atmosphere | formation of solid particles from liquid material in an atmosphere,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,particle
ENVO:01001086,http://purl.obolibrary.org/obo/ENVO_01001086,formation of a solid aerosol in an atmosphere,"A process during which an aerosol, consisting of solid particulates suspended in a gas, is formed in an atmosphere.",formation of solid particles in an atmosphere,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,particle
ENVO:21001218,http://purl.obolibrary.org/obo/ENVO_21001218,gamma-ray radiation,A radiation process during which penetrating electromagnetic radiation is emitted from the radioactive decay (gamma decay) of atomic nuclei.,,90,contains_heliophysics_anchor | domain_token_hits>=3 | fuzzy_label_match>=0.86 | phrase_match | token_overlap>=0.60,gamma radiation | gamma ray | radiation
ENVO:01001218,http://purl.obolibrary.org/obo/ENVO_01001218,gamma-ray stellar radiation,A stellar radiation process during which penetrating electromagnetic radiation is emitted from the radioactive decay (gamma decay) of atomic nuclei.,gamma-ray solar radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match | token_overlap>=0.60,gamma ray | radiation | solar radiation
ENVO:01001197,http://purl.obolibrary.org/obo/ENVO_01001197,induced magnetosphere,"A magnetosphere which either 1) cannot withstand the pressure of the stellar wind interacting with it, thus allowing the stellar wind to interact with the ionosphere, atmosphere, or surface of the planet generating it or 2) is formed by the interaction of the stellar wind with an astronomical body unshielded by its own magnetosphere.",,90,contains_heliophysics_anchor | phrase_match,magnetosphere
ENVO:01001214,http://purl.obolibrary.org/obo/ENVO_01001214,infrared stellar radiation,"A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star when molecules change their rotational-vibrational movements, usually at wavelengths between 760 nm and 1 mm.",IR stellar radiation | infra-red stellar radiation | infrared radiation | infrared solar radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match | token_overlap>=0.60,infrared radiation | radiation | solar radiation
ENVO:01001734,http://purl.obolibrary.org/obo/ENVO_01001734,insolation process,A process during which direct stellar radiation interacts with a planetary surface.,incoming solar radiation | insolation,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,incoming solar radiation | radiation | solar radiation
ENVO:01001198,http://purl.obolibrary.org/obo/ENVO_01001198,intrinsic magnetosphere,A magnetosphere which shields the body generating it from the stellar wind by withstanding the stellar wind's pressure before it reaches the body.,,90,contains_heliophysics_anchor | phrase_match,magnetosphere
ENVO:01001219,http://purl.obolibrary.org/obo/ENVO_01001219,ionizing stellar radiation,A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star with sufficient energy to disrupt molecular bonds or alter the electron number of atoms.,ionising solar radiation | ionising stellar radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,radiation | solar radiation
ENVO:01003015,http://purl.obolibrary.org/obo/ENVO_01003015,irradiation by ionizing radiation,Irradiation during which a material entity receives energy through ionizing radiation.,irradiation by ionising radiation,90,contains_heliophysics_anchor | phrase_match,ionising radiation | ionizing radiation | radiation
ENVO:01003016,http://purl.obolibrary.org/obo/ENVO_01003016,irradiation by non-ionizing radiation,Irradiation during which a material entity receives energy through non-ionizing radiation.,irradiation by non-ionising radiation,90,contains_heliophysics_anchor | phrase_match,ionising radiation | ionizing radiation | non ionising radiation | radiation
ENVO:01003017,http://purl.obolibrary.org/obo/ENVO_01003017,irradiation by photosynthetically active radiation,Irradiation during which a material entity receives energy through photosynthetically active radiation.,,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,photosynthetically active radiation | radiation
ENVO:06105103,http://purl.obolibrary.org/obo/ENVO_06105103,macroplastic particle,A piece of plastic which is between 25 and 1000 millimetres in its longest dimension.,,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:01000796,http://purl.obolibrary.org/obo/ENVO_01000796,mass plasma flow,A process whereby a large volume of plasma moves due to a disequilibrium of physical forces.,,90,contains_heliophysics_anchor | phrase_match,plasma
ENVO:2000028,http://purl.obolibrary.org/obo/ENVO_2000028,mechanical wave energy,Wave energy which inheres in an elastic material and is realised when a deformational wave passes through that material.,,90,contains_heliophysics_anchor | phrase_match,wave energy
ENVO:06105102,http://purl.obolibrary.org/obo/ENVO_06105102,megaplastic particle,A piece of plastic which is greater than 1 metre in its longest dimension.,,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:06105104,http://purl.obolibrary.org/obo/ENVO_06105104,mesoplastic particle,A piece of plastic which is between 5 and 25 millimetres in its longest dimension.,,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:01000944,http://purl.obolibrary.org/obo/ENVO_01000944,microplastic particle,A piece of plastic which has a diameter less than five millimetres.,microplastic,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:21001212,http://purl.obolibrary.org/obo/ENVO_21001212,microwave radiation,A radiation process during which electromagnetic waves or their quanta are emitted at wavelengths and frequencies which travel exclusively in a line-of-sight fashion and which may produce molecular rotation and torsion on contact with matter.,,90,contains_heliophysics_anchor | fuzzy_label_match>=0.86 | phrase_match,microwave | microwave radiance | radiation
ENVO:01001212,http://purl.obolibrary.org/obo/ENVO_01001212,microwave stellar radiation,A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star at wavelengths and frequencies which travel exclusively in a line-of-sight fashion and which may produce molecular rotation and torsion on contact with matter.,microwave solar radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,microwave | radiation | solar radiation
ENVO:03500013,http://purl.obolibrary.org/obo/ENVO_03500013,mid-infrared radiation,An infrared radiation during which waves with frequencies between 30 THz and 120 THz and with wavelengths between 10 micrometers and 2.5 micrometers are emitted by a source.,,90,contains_heliophysics_anchor | fuzzy_label_match>=0.86 | phrase_match,infrared radiation | radiation
ENVO:06105105,http://purl.obolibrary.org/obo/ENVO_06105105,nanoplastic particle,A piece of plastic which has a diameter less than 1 micrometre.,,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:03500014,http://purl.obolibrary.org/obo/ENVO_03500014,near-infrared radiation,An infrared radiation during which waves with frequencies between 120 THz and 400 THz and with wavelengths between 2.5 micrometers and 750 nanometers are emitted by a source.,,90,contains_heliophysics_anchor | fuzzy_label_match>=0.86 | phrase_match,infrared radiation | radiation
ENVO:06105265,http://purl.obolibrary.org/obo/ENVO_06105265,net shortwave radiation,Energy which has been absorbed by an astronomical body or its parts following that body's irradiation by shortwave radiation from a star.,absorbed shortwave radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | fuzzy_label_match>=0.86 | phrase_match,radiation | shortwave radiation
ENVO:01001025,http://purl.obolibrary.org/obo/ENVO_01001025,particle beam radiation,A particle radiation process during which subatomic particles move in the same direction.,,90,contains_heliophysics_anchor | phrase_match,particle | radiation
ENVO:01003003,http://purl.obolibrary.org/obo/ENVO_01003003,particle of clay,"A particle which 1) is composed primarily of hydrous aluminium phyllosilicate minerals, in turn composed of aluminium and silicon ions bonded into tiny, thin plates by interconnecting oxygen and hydroxide ions, and 2) is or was part of a portion of clay.",clay particle,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:00000340,http://purl.obolibrary.org/obo/ENVO_00000340,particle of sand,A particle which 1) is composed primarily of and derived from rock or mineral sources and 2) is or was part of a portion of sand.,grain of sand | granule of sand | sand granule,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:00000343,http://purl.obolibrary.org/obo/ENVO_00000343,particle of silt,A particle which 1) is primarily composed of quartz or feldspar and 2) is or was part of a portion of silt.,grain of silt | granule of silt,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:03000138,http://purl.obolibrary.org/obo/ENVO_03000138,particle of snow,"A particle which is 1) primarily compposed of water ice, 2) on the order of 1 milimeter or less, 3) has a white and opaque appearance, and 4) is formed as a result of water droplets freezing during precipitation.",grain of snow | granular snow | granule of snow | snow grain | snow granule | snow particle,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:01001024,http://purl.obolibrary.org/obo/ENVO_01001024,particle radiation,A radiation process during which energy is transmitted or emitted by means of fast-moving subatomic particles.,,90,contains_heliophysics_anchor | phrase_match,particle | radiation
ENVO:01001084,http://purl.obolibrary.org/obo/ENVO_01001084,particulate matter formation process,A process during which microscopic solid or liquid objects are formed.,particle formation,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:01000822,http://purl.obolibrary.org/obo/ENVO_01000822,planetary photic zone,"A planetary part which is exposed, at least periodically, to light.",photosphere,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,photosphere
ENVO:01000945,http://purl.obolibrary.org/obo/ENVO_01000945,primary microplastic particle,A microplastic particle which is the direct output of a manufacturing process.,Primäres Mikroplastik | microplastic | microplastica primaria | microplástico primario,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:01001501,http://purl.obolibrary.org/obo/ENVO_01001501,radiation from a manufactured product,An electromagnetic radiation process during which electromagnetic waves or their quanta are emitted from a manufactured product.,anthropogenic radiation | artificial radiation,90,contains_heliophysics_anchor | phrase_match,radiation
ENVO:01001195,http://purl.obolibrary.org/obo/ENVO_01001195,radiation shielding disposition,"An environmental disposition which inheres in an entity that intercepts, attenuates, or blocks radiation.",,90,contains_heliophysics_anchor | phrase_match,radiation
ENVO:21001213,http://purl.obolibrary.org/obo/ENVO_21001213,radio wave radiation,A radiation process during which electromagnetic waves or their quanta are emitted at wavelengths ranging from millimetre to kilometer scales.,,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,radiation | radio wave
ENVO:01001213,http://purl.obolibrary.org/obo/ENVO_01001213,radio wave stellar radiation,A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star at wavelengths ranging from millimetre to kilometer scales.,radio wave solar radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,radiation | radio wave | solar radiation
ENVO:03501177,http://purl.obolibrary.org/obo/ENVO_03501177,radiotherapy unit facility,A hospital unit facility which is used to provide radiation therapy.,radiation therapy unit | radiation therapy ward | radiotherapy ward,90,contains_heliophysics_anchor | phrase_match,radiation
ENVO:01001373,http://purl.obolibrary.org/obo/ENVO_01001373,secondary atmospheric aerosol formation event,A secondary aerosol formation process which occurs in an atmosphere at an increased rate relative to background processes of the same kind.,atmospheric new particle formation event | rapid formation of liquid or solid particles from gaseous material in an atmosphere,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,particle
ENVO:01000946,http://purl.obolibrary.org/obo/ENVO_01000946,secondary microplastic particle,A microplastic particle which is derived from the breakdown of larger plastic debris.,Sekundäres Mikroplastik | microplastic | microplastica secondaria | microplástico secundario,90,contains_heliophysics_anchor | phrase_match,particle
ENVO:2000029,http://purl.obolibrary.org/obo/ENVO_2000029,sound wave energy,Mechanical wave energy which is realised when an acoustic wave propagates through a material.,,90,contains_heliophysics_anchor | phrase_match,wave energy
ENVO:01001211,http://purl.obolibrary.org/obo/ENVO_01001211,stellar radiation,An electromagnetic radiation process during which electromagnetic waves or their quanta are emitted from a star.,solar radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | fuzzy_label_match>=0.86 | phrase_match,radiation | solar radiation
ENVO:2000035,http://purl.obolibrary.org/obo/ENVO_2000035,stellar radiation energy,,,90,contains_heliophysics_anchor | phrase_match,radiation
ENVO:01000794,http://purl.obolibrary.org/obo/ENVO_01000794,stellar wind,"A stream of plasma primarily composed of electrons, protons, and alpha particles ejected from the upper atmosphere of a star.",Solar wind,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,solar wind
ENVO:01000689,http://purl.obolibrary.org/obo/ENVO_01000689,tsunami,"A tsunami is a process during which a series of waves is generated in a water body, typically an ocean or large lake, by the displacement of a large volume of water. Earthquakes, volcanic eruptions and other underwater explosions (including detonations of underwater nuclear devices), landslides, glacier calvings, meteorite impacts and other disturbances above or below water all have the potential to generate a tsunami.",seismic sea wave | tidal wave,90,contains_heliophysics_anchor | phrase_match,sea wave | seismic sea wave
ENVO:03500012,http://purl.obolibrary.org/obo/ENVO_03500012,ultrasound radiation,An acoustic radiation process during which waves that transmit sound energy at frequencies above 20 kHz are emitted by a source.,,90,contains_heliophysics_anchor | phrase_match,radiation
ENVO:01001216,http://purl.obolibrary.org/obo/ENVO_01001216,ultraviolet stellar radiation,A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star at wavelengths between 10 nm and 400 nm.,ultraviolet solar radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,radiation | solar radiation | ultraviolet
ENVO:21001215,http://purl.obolibrary.org/obo/ENVO_21001215,visible spectrum radiation,A radiation process during which electromagnetic waves or their quanta are emitted at wavelengths between 380 nm and 760 nm.,optical radiation | visible light,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,radiation
ENVO:01001502,http://purl.obolibrary.org/obo/ENVO_01001502,visible spectrum radiation from a manufactured product,Radiation from a manufactured product during which light between the wavelenghts of 380 nm and 760 nm is emitted.,optical radiation from a manufactured product,90,contains_heliophysics_anchor | phrase_match,radiation
ENVO:01001215,http://purl.obolibrary.org/obo/ENVO_01001215,visible spectrum stellar radiation,A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star at wavelengths between 380 nm and 760 nm.,optical stellar radiation | visible spectrum solar radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,radiation | solar radiation
ENVO:2000033,http://purl.obolibrary.org/obo/ENVO_2000033,wind wave energy,Mechanical wave energy which inheres in an atmosphere and is realised during an atmospheric wind.,,90,contains_heliophysics_anchor | phrase_match,wave energy
ENVO:21001217,http://purl.obolibrary.org/obo/ENVO_21001217,X-ray radiation,A radiation process during which penetrating electromagnetic radiation is emitted by high-energy electrons as they fall into a lower state of energy.,X ray radiation | X-ray,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match,radiation | x ray
ENVO:01001217,http://purl.obolibrary.org/obo/ENVO_01001217,X-ray stellar radiation,A stellar radiation process during which penetrating electromagnetic radiation is emitted by high-energy electrons as they fall into a lower state of energy.,X-ray solar radiation | x ray stellar radiation,90,contains_heliophysics_anchor | domain_token_hits>=3 | phrase_match | token_overlap>=0.60,radiation | solar radiation | x ray
